GPS_Lat,GPS_Lon,Pressvalve_Left,Pressvalve_Right,GSR,Point Number
51.52144814,-0.000682958,634,129,281,1374
51.52145201,-0.000706154,420,212,282,1375
51.52145812,-0.000753171,111,144,283,1376
51.5214641,-0.000800232,175,66,283,1377
51.52146723,-0.000823712,573,222,282,1378
51.52147525,-0.000869984,656,496,283,1379
51.52147801,-0.000893586,252,153,283,1380
51.52148032,-0.000917312,132,734,296,1381
51.52148282,-0.000940989,105,482,287,1382
51.52148579,-0.000964524,497,583,286,1383
51.52148969,-0.001012141,584,184,286,1384
51.52149369,-0.001059736,309,236,285,1385
51.52149572,-0.001083527,596,377,283,1386
51.52149787,-0.001107291,299,309,281,1387
51.52150159,-0.001154944,321,171,283,1388
51.5215033,-0.001178801,266,299,283,1389
51.52150478,-0.001202696,700,363,310,1390
51.52150701,-0.00122644,131,366,282,1391
51.5215091,-0.001250217,289,725,304,1392
51.52151107,-0.00129814,241,179,282,1393
51.52151424,-0.001345895,548,701,306,1394
51.52151468,-0.001369897,276,276,281,1395
51.52151786,-0.001417652,202,194,281,1396
51.52151854,-0.001465665,218,393,282,1397
51.52152041,-0.001489491,255,230,284,1398
51.52152089,-0.001513491,640,41,283,1399
51.52152256,-0.001537354,502,268,281,1400
51.5215237,-0.001585345,738,534,298,1401
51.52152446,-0.001609327,375,101,282,1402
51.52152504,-0.001633322,169,201,281,1403
51.52152603,-0.001657281,124,169,281,1404
51.52152768,-0.001681148,27,270,283,1405
51.52152834,-0.001729162,668,473,281,1406
51.52152877,-0.001753165,290,352,279,1407
51.52153036,-0.001777041,528,269,278,1408
51.52153156,-0.001825028,393,330,278,1409
51.52153389,-0.001872908,549,621,278,1410
51.52153476,-0.001920913,255,157,279,1411
51.52153499,-0.001944923,613,308,279,1412
51.52153726,-0.001968658,161,253,279,1413
51.52153899,-0.00199251,584,145,277,1414
51.52153998,-0.00201647,147,248,278,1415
51.52154132,-0.002040387,108,337,280,1416
51.52154321,-0.002088317,95,573,282,1417
51.52154673,-0.00213601,548,683,283,1418
51.52154728,-0.002184027,126,258,284,1419
51.52154739,-0.002232052,215,169,286,1420
51.52155004,-0.002279888,227,242,285,1421
51.5215507,-0.002303878,447,379,286,1422
51.52155131,-0.002351893,280,390,287,1423
51.52155184,-0.002399911,171,49,288,1424
51.52155391,-0.002447822,312,618,290,1425
51.52155455,-0.002471812,141,177,289,1426
51.52155443,-0.002519837,347,513,289,1427
51.52156039,-0.002566901,334,159,291,1428
51.52156287,-0.002614761,508,136,293,1429
51.52156182,-0.002638715,291,377,292,1430
51.5215638,-0.002662519,511,120,292,1431
51.5215631,-0.002686505,509,337,294,1432
51.52156534,-0.002710248,724,639,298,1433
51.52156641,-0.002734199,596,553,293,1434
51.52156971,-0.002781933,793,448,310,1435
51.52156927,-0.002829953,591,368,292,1436
51.521571,-0.002877899,580,524,292,1437
51.52157106,-0.002925924,595,467,293,1438
51.52157363,-0.002949582,537,316,294,1439
51.52157975,-0.002996593,572,381,292,1440
51.52157721,-0.003020258,934,719,310,1441
51.52161622,-0.00319994,539,456,294,1442
51.52161622,-0.00319994,552,179,294,1443
51.52163416,-0.003255596,202,390,294,1444
51.52163708,-0.003306557,585,780,304,1445
51.52164208,-0.003364896,726,404,303,1446
51.52164626,-0.003437315,563,667,290,1447
51.52166795,-0.003474866,569,322,288,1448
51.52167212,-0.00349163,759,310,297,1449
51.52168673,-0.003485595,515,301,288,1450
51.52170175,-0.003547956,555,376,287,1451
51.52169372,-0.003527978,533,513,289,1452
51.52170749,-0.003568211,729,194,302,1453
51.52174629,-0.003639289,695,466,291,1454
51.52158686,-0.003329186,549,611,292,1455
51.52160532,-0.003313819,586,361,293,1456
51.52159623,-0.003303073,580,345,292,1457
51.52159181,-0.003313418,565,798,303,1458
51.52159956,-0.00335981,562,459,295,1459
51.52160094,-0.003339738,545,510,295,1460
51.52161082,-0.003328716,563,795,308,1461
51.52160346,-0.003349631,526,564,295,1462
51.5216082,-0.003344334,609,674,295,1463
51.52161141,-0.00335498,547,479,295,1464
51.52160426,-0.003376087,302,310,295,1465
51.52161775,-0.003383258,579,611,294,1466
51.52160729,-0.003378551,524,388,294,1467
51.5216132,-0.00341175,574,459,295,1468
51.52160909,-0.003417814,526,678,295,1469
51.52161137,-0.00340132,665,485,294,1470
51.5216191,-0.003410773,510,380,295,1471
51.52161302,-0.003432721,81,813,326,1472
51.521626,-0.003438966,578,530,294,1473
51.52161238,-0.003429745,553,576,294,1474
51.52162278,-0.003457889,555,447,293,1475
51.52161509,-0.003447456,62,375,295,1476
51.5216151,-0.003438569,595,581,295,1477
51.52162352,-0.003446736,582,683,295,1478
51.52163101,-0.003469184,266,115,295,1479
51.52162686,-0.003453065,534,750,307,1480
51.52163103,-0.003498195,533,953,315,1481
51.52162665,-0.003465948,136,420,295,1482
51.52163085,-0.003488997,123,782,308,1483
51.52163066,-0.003495482,363,367,293,1484
51.52162316,-0.003483228,248,172,295,1485
51.5216377,-0.003488581,88,582,294,1486
51.52162501,-0.003492734,137,672,293,1487
51.52163549,-0.003536887,736,981,305,1488
51.52164056,-0.003528159,60,342,295,1489
51.52163916,-0.00351248,169,580,294,1490
51.52164185,-0.003536106,588,569,292,1491
51.52163834,-0.00352144,172,387,293,1492
51.52163603,-0.003545167,90,304,295,1493
51.5216421,-0.003567121,408,433,294,1494
51.52164126,-0.003573663,53,449,294,1495
51.52164838,-0.003553296,21,578,295,1496
51.52163952,-0.003566274,538,734,302,1497
51.52163808,-0.003590177,66,138,294,1498
51.52164671,-0.00360981,148,474,293,1499
51.52165809,-0.003608944,167,570,293,1500
51.52164957,-0.003577921,264,399,293,1501
51.52164566,-0.003617455,194,406,293,1502
51.52165099,-0.003608058,357,758,296,1503
51.52165203,-0.003617096,251,17,294,1504
51.52166367,-0.003637453,430,406,294,1505
51.52166507,-0.003611592,33,242,295,1506
51.52166253,-0.00364776,197,188,293,1507
51.52166613,-0.003641059,681,167,295,1508
51.52166657,-0.003655939,122,625,295,1509
51.52167188,-0.003676928,155,227,295,1510
51.52166818,-0.003665418,579,575,294,1511
51.52165821,-0.00367773,399,131,292,1512
51.52165853,-0.003706704,550,59,292,1513
51.52165877,-0.003690614,70,171,291,1514
51.52166677,-0.003674875,556,129,292,1515
51.52167461,-0.003695343,315,228,294,1516
51.52168627,-0.003710404,296,132,292,1517
51.52168993,-0.00373369,483,724,306,1518
51.52169432,-0.003740122,368,550,292,1519
51.5217037,-0.003754342,460,193,292,1520
51.52171171,-0.003742227,461,273,292,1521
51.5217198,-0.003759429,59,97,294,1522
51.52171287,-0.00374143,625,306,292,1523
51.5217254,-0.00374215,124,414,294,1524
51.52172841,-0.003770816,472,41,294,1525
51.52173406,-0.003763872,70,610,292,1526
51.52174088,-0.003798767,737,175,304,1527
51.52175193,-0.003785232,565,19,295,1528
51.52174609,-0.003781553,424,340,295,1529
51.5217502,-0.003782162,96,269,293,1530
51.52175749,-0.003784095,221,557,292,1531
51.52176537,-0.00383043,222,187,291,1532
51.5217658,-0.003813278,513,229,293,1533
51.52177902,-0.003809643,246,213,292,1534
51.5217827,-0.003828751,91,204,290,1535
51.52177989,-0.003852339,229,520,292,1536
51.52178658,-0.00385423,34,202,294,1537
51.5217932,-0.003846183,122,568,294,1538
51.5218056,-0.003859662,458,3,294,1539
51.52181555,-0.003860567,175,348,292,1540
51.52181499,-0.003869132,2,662,290,1541
51.52182889,-0.003882112,174,184,288,1542
51.52183193,-0.003877497,23,127,290,1543
51.52182165,-0.00389157,92,392,291,1544
51.52183086,-0.003887091,156,22,289,1545
51.52183683,-0.003909117,559,147,289,1546
51.52184484,-0.003929406,285,286,287,1547
51.52185035,-0.003931025,264,585,288,1548
51.52185866,-0.003950999,290,606,290,1549
51.52186057,-0.003966904,332,225,292,1550
51.52186385,-0.003943472,5,283,293,1551
51.52186591,-0.003954354,107,364,291,1552
51.52187243,-0.003987897,524,5,289,1553
51.52187943,-0.003996866,137,325,288,1554
51.52188456,-0.00397908,56,203,286,1555
51.52190208,-0.003960756,149,656,288,1556
51.52190968,-0.003963584,213,323,289,1557
51.52190776,-0.004011511,556,398,289,1558
51.52190936,-0.003987636,39,180,288,1559
51.52191263,-0.004011072,225,427,289,1560
51.52192411,-0.004024019,611,330,287,1561
51.52193695,-0.004011669,183,100,285,1562
51.52194367,-0.004011785,185,116,283,1563
51.52194421,-0.004042267,586,98,285,1564
51.52194102,-0.004023339,588,549,283,1565
51.52195093,-0.004035446,677,314,283,1566
51.52196446,-0.004078301,251,232,281,1567
51.52195935,-0.004058853,396,633,281,1568
51.52196215,-0.004054777,184,479,282,1569
51.5219782,-0.004081091,363,500,283,1570
51.52196836,-0.004064773,258,596,285,1571
51.52199092,-0.004083106,142,392,284,1572
51.52198675,-0.00410617,285,174,286,1573
51.52199126,-0.004118166,410,338,284,1574
51.52200107,-0.004134275,462,274,285,1575
51.52200396,-0.00411152,55,100,285,1576
51.52200594,-0.004124193,329,10,286,1577
51.52202466,-0.004119443,283,351,288,1578
51.52201998,-0.004142251,611,228,290,1579
51.52203431,-0.004162742,383,555,289,1580
51.52202538,-0.004147744,289,230,289,1581
51.52203594,-0.004164779,253,559,287,1582
51.52203649,-0.00415717,326,726,307,1583
51.52205535,-0.004182085,220,251,285,1584
51.52205609,-0.004158101,346,41,286,1585
51.52206248,-0.004176494,40,103,285,1586
51.52206797,-0.004154148,327,309,287,1587
51.52206216,-0.00413964,98,238,288,1588
51.52207186,-0.004171339,418,100,290,1589
51.52207456,-0.00414772,78,174,289,1590
51.52208896,-0.004141118,274,285,287,1591
51.52209837,-0.004171665,404,249,289,1592
51.52209472,-0.004171839,111,557,288,1593
51.52209791,-0.004148376,152,85,287,1594
51.52210942,-0.004163741,134,181,289,1595
51.5221157,-0.00414194,722,595,297,1596
51.52212358,-0.004142886,452,578,291,1597
51.52213116,-0.004122168,375,537,290,1598
51.52212069,-0.004125023,582,133,291,1599
51.52213009,-0.004124572,133,291,290,1600
51.52214265,-0.004153007,283,162,288,1601
51.52214707,-0.004105508,530,193,289,1602
51.52215348,-0.004127217,743,177,306,1603
51.52215331,-0.00413046,88,470,286,1604
51.52216083,-0.004137044,122,162,284,1605
51.52216542,-0.004117424,198,326,283,1606
51.52216138,-0.004119356,508,243,281,1607
51.5221719,-0.004102256,545,708,302,1608
51.52217662,-0.004121284,389,613,278,1609
51.52218717,-0.004084319,336,43,276,1610
51.52219566,-0.004104103,708,392,297,1611
51.52219496,-0.004106036,246,127,277,1612
51.5222009,-0.004094931,361,238,278,1613
51.52220895,-0.004074673,362,401,280,1614
51.52221687,-0.004077681,90,466,282,1615
51.52221203,-0.004073063,70,308,280,1616
51.52222056,-0.004090818,423,348,281,1617
51.52222721,-0.004074429,395,261,279,1618
51.52222775,-0.00407855,277,441,278,1619
51.5222391,-0.004069382,133,190,276,1620
51.52224015,-0.004104945,392,106,278,1621
51.52224829,-0.004084786,502,364,278,1622
51.52224839,-0.004080923,629,118,279,1623
51.52226034,-0.004083462,370,85,277,1624
51.52226169,-0.004090033,339,3,277,1625
51.52227583,-0.004047687,446,323,277,1626
51.52228469,-0.004060717,172,190,277,1627
51.52228382,-0.004082828,379,310,279,1628
51.5222831,-0.004078012,158,115,277,1629
51.52228892,-0.004030904,64,283,278,1630
51.52229282,-0.004054092,164,101,276,1631
51.52230172,-0.004056495,177,262,276,1632
51.52230268,-0.004050447,609,235,275,1633
51.52231611,-0.004039804,744,102,299,1634
51.52232153,-0.004054961,5,150,278,1635
51.52232585,-0.004065407,478,342,280,1636
51.52233317,-0.004055451,153,164,280,1637
51.5223264,-0.004063424,573,433,279,1638
51.52233365,-0.004059589,212,85,280,1639
51.52235159,-0.004046171,189,284,280,1640
51.52234729,-0.004002947,577,319,282,1641
51.52234876,-0.004026844,506,141,280,1642
51.52235342,-0.004048897,651,251,282,1643
51.52236681,-0.004008406,158,229,281,1644
51.52237689,-0.003999144,227,102,282,1645
51.52237739,-0.003996757,450,207,281,1646
51.5223792,-0.00400968,88,183,282,1647
51.52238826,-0.004034593,110,293,283,1648
51.52238893,-0.004010604,156,275,281,1649
51.52239254,-0.004013376,207,283,279,1650
51.52240739,-0.004010221,246,233,278,1651
51.52239786,-0.003982128,123,403,279,1652
51.52240343,-0.004004419,316,168,279,1653
51.52240716,-0.003986625,214,184,279,1654
51.52242903,-0.004006819,162,292,281,1655
51.52242957,-0.003958801,159,417,280,1656
51.52241782,-0.003992529,181,173,282,1657
51.52242325,-0.003970594,111,177,280,1658
51.52243751,-0.003977944,486,90,278,1659
51.52243089,-0.003975274,224,156,278,1660
51.52244442,-0.003977464,569,261,278,1661
51.52245146,-0.003966987,142,508,278,1662
51.52246027,-0.003963346,748,188,307,1663
51.52245353,-0.0039419,264,88,276,1664
51.52244941,-0.003924582,472,252,276,1665
51.52245579,-0.003925297,122,266,276,1666
51.5224738,-0.003906,200,303,275,1667
51.5224716,-0.003909381,676,193,277,1668
51.52247376,-0.003904964,536,181,279,1669
51.52248653,-0.003908703,657,20,278,1670
51.52247693,-0.003927148,513,177,276,1671
51.52248489,-0.003906803,150,186,277,1672
51.52249196,-0.003890529,130,720,303,1673
51.52249875,-0.003908384,201,388,275,1674
51.52249944,-0.0038792,3,189,276,1675
51.52249995,-0.003887125,220,255,277,1676
51.52249911,-0.003865827,259,624,278,1677
51.52251893,-0.003861887,646,213,280,1678
51.52251056,-0.003865746,161,286,278,1679
51.52251522,-0.003874208,173,383,280,1680
51.52251535,-0.003870555,290,96,282,1681
51.52253501,-0.003868412,426,174,281,1682
51.52253126,-0.003845163,389,477,279,1683
51.52253464,-0.003844494,349,194,281,1684
51.52254017,-0.003829796,268,56,281,1685
51.52254949,-0.00381926,529,130,281,1686
51.52255522,-0.003830235,271,18,281,1687
51.52254166,-0.003848325,663,410,282,1688
51.52255191,-0.00380416,276,739,296,1689
51.52255365,-0.003831217,580,245,285,1690
51.52256311,-0.003812603,174,128,285,1691
51.52256561,-0.003792692,130,294,286,1692
51.52256406,-0.003806098,557,278,286,1693
51.52257455,-0.003771057,324,162,285,1694
51.52257518,-0.003771563,145,2,285,1695
51.52257766,-0.003802287,488,196,285,1696
51.5225868,-0.003769218,171,269,285,1697
51.52259029,-0.00379198,299,568,283,1698
51.5225956,-0.003799555,292,598,281,1699
51.52259513,-0.003773975,423,175,282,1700
51.5225935,-0.003750104,235,364,284,1701
51.52260761,-0.003742044,707,268,308,1702
51.52260697,-0.003766035,417,106,284,1703
51.52261442,-0.003745208,139,148,284,1704
51.52262201,-0.003772448,329,435,283,1705
51.52263113,-0.003759921,130,194,282,1706
51.52261819,-0.003747804,54,316,280,1707
51.52263258,-0.00375647,432,313,280,1708
51.52263791,-0.003738352,541,154,281,1709
51.52264028,-0.003725704,82,227,281,1710
51.52265126,-0.003742041,292,270,279,1711
51.52264457,-0.003720558,640,294,278,1712
51.52265043,-0.003728155,109,264,277,1713
51.52266267,-0.003719103,220,181,277,1714
51.52265743,-0.003726502,101,242,276,1715
51.52266517,-0.003682214,264,444,278,1716
51.52265757,-0.003676217,73,533,276,1717
51.52266444,-0.00366881,186,530,277,1718
51.52267826,-0.003678079,105,298,279,1719
51.52269213,-0.00366901,187,285,279,1720
51.52271071,-0.003678513,281,556,278,1721
51.52271772,-0.00365729,206,448,276,1722
51.52273234,-0.003652085,499,169,277,1723
51.52274729,-0.00365054,252,82,277,1724
51.52276223,-0.003648735,413,120,279,1725
51.52277482,-0.00363571,282,85,277,1726
51.52278885,-0.003627322,551,726,307,1727
51.52280317,-0.003620265,145,543,278,1728
51.52281674,-0.003610087,95,115,277,1729
51.52282916,-0.003596651,135,190,277,1730
51.52284217,-0.00358475,202,281,275,1731
51.52285595,-0.003575327,423,203,275,1732
51.52287038,-0.003568918,599,319,277,1733
51.52289745,-0.003548331,365,376,278,1734
51.52292434,-0.003527148,552,164,277,1735
51.52295216,-0.003509343,85,117,278,1736
51.52297902,-0.003488061,465,236,280,1737
51.52299363,-0.00349336,208,293,278,1738
51.52300513,-0.003477969,443,618,279,1739
51.52302601,-0.003443526,182,6,281,1740
51.52304047,-0.003437223,180,649,282,1741
51.52305542,-0.003435834,235,116,282,1742
51.52307031,-0.003438523,187,540,284,1743
51.52308523,-0.003440637,52,108,284,1744
51.52309895,-0.003431008,502,43,282,1745
51.52311268,-0.003421376,578,44,280,1746
51.52314255,-0.003417837,716,377,296,1747
51.52315616,-0.003407797,28,82,276,1748
51.52318128,-0.003399526,191,169,275,1749
51.52319523,-0.003390771,196,592,275,1750
51.52320726,-0.003376474,156,114,276,1751
51.52322071,-0.003365896,396,162,277,1752
51.52324534,-0.003338552,574,579,276,1753
51.52326847,-0.003308022,249,267,277,1754
51.52327836,-0.003289982,98,131,278,1755
51.52330628,-0.003307401,595,344,280,1756
51.52332123,-0.003305894,416,28,281,1757
51.5233444,-0.003279596,501,86,281,1758
51.52335064,-0.003294133,293,46,279,1759
51.52337114,-0.003287319,265,82,279,1760
51.52338718,-0.003246756,158,59,280,1761
51.52340192,-0.003242468,154,577,281,1762
51.52342326,-0.003229368,98,269,283,1763
51.52344311,-0.003207295,284,252,282,1764
51.52345715,-0.003198915,495,418,282,1765
51.52347752,-0.003194064,270,11,284,1766
51.52348987,-0.003207659,306,380,286,1767
51.52350212,-0.003179593,418,170,284,1768
51.52351523,-0.003167962,533,207,282,1769
51.52354164,-0.003145297,669,113,284,1770
51.52356386,-0.003133516,230,183,285,1771
51.52357756,-0.003123794,72,185,284,1772
51.52358333,-0.003128908,93,368,284,1773
51.5236073,-0.003100093,3,91,282,1774
51.52362103,-0.003111837,360,220,283,1775
51.52363736,-0.003113546,202,590,285,1776
51.52365598,-0.003075912,115,111,285,1777
51.52367034,-0.003069089,282,223,284,1778
51.52368485,-0.003075042,205,190,283,1779
51.52369585,-0.003058727,129,25,281,1780
51.52370751,-0.003043656,461,118,282,1781
51.52372092,-0.003032962,258,350,280,1782
51.52373527,-0.003039875,245,115,281,1783
51.52374863,-0.003029037,215,229,279,1784
51.52377479,-0.003005608,507,220,281,1785
51.52380255,-0.003009835,81,301,280,1786
51.52381682,-0.003017133,334,87,280,1787
51.52381187,-0.003011446,11,112,278,1788
51.52381452,-0.002981952,410,411,279,1789
51.52382202,-0.002993016,263,31,278,1790
51.52381282,-0.003011972,556,476,276,1791
51.52381783,-0.003011685,347,158,278,1792
51.52381126,-0.003033265,308,240,278,1793
51.52382683,-0.00301957,377,247,277,1794
51.52381745,-0.003001036,168,639,275,1795
51.52382335,-0.003023104,197,120,275,1796
51.52380944,-0.003031316,518,560,277,1797
51.52380986,-0.003029763,172,301,278,1798
51.52381503,-0.003024691,689,380,276,1799
51.52382457,-0.003041694,204,397,275,1800
51.52382743,-0.003034867,101,442,277,1801
51.52382082,-0.003027776,576,45,275,1802
51.52382197,-0.003015904,294,578,277,1803
51.52381889,-0.003029035,131,471,277,1804
51.52383246,-0.003018882,370,364,279,1805
51.52382447,-0.003032884,151,387,278,1806
51.52382486,-0.003031444,587,93,279,1807
51.52382962,-0.003056057,106,587,281,1808
51.52382027,-0.003037292,421,240,283,1809
51.52383115,-0.003066939,539,367,283,1810
51.523834,-0.003043364,367,90,282,1811
51.52383217,-0.003067197,514,248,284,1812
51.52383028,-0.003053946,642,100,282,1813
51.52382692,-0.003051862,100,389,282,1814
51.52383954,-0.003064125,235,185,284,1815
51.52383442,-0.003041555,206,287,282,1816
51.52382432,-0.003049837,567,169,281,1817
51.52382429,-0.003073851,556,180,282,1818
51.5238369,-0.003086803,573,188,284,1819
51.5238378,-0.003062832,395,296,283,1820
51.52383119,-0.003106964,215,175,285,1821
51.52383954,-0.003080462,192,296,283,1822
51.5238397,-0.003101877,171,47,281,1823
51.52383416,-0.003103131,576,333,282,1824
51.5238385,-0.003080146,490,47,281,1825
51.52384517,-0.003099352,450,348,283,1826
51.52383532,-0.003062843,102,183,283,1827
51.52382986,-0.003089073,549,559,285,1828
51.52383254,-0.003086505,208,186,283,1829
51.52384227,-0.0031272,121,419,284,1830
51.52384681,-0.003082726,410,449,283,1831
51.52383734,-0.00311277,264,279,281,1832
51.52383697,-0.003128833,119,113,283,1833
51.52384059,-0.00310951,155,377,281,1834
51.52383451,-0.003136715,337,210,279,1835
51.52384568,-0.003120721,337,256,278,1836
51.52384678,-0.00313764,142,110,279,1837
51.52384698,-0.003113628,269,172,281,1838
51.52385137,-0.003142415,285,281,282,1839
51.52385333,-0.003130161,146,258,283,1840
51.52385144,-0.00310634,566,418,281,1841
51.52384124,-0.003123931,106,202,282,1842
51.52384735,-0.003114538,225,347,283,1843
51.52384194,-0.003148878,251,76,285,1844
51.52384984,-0.003136551,297,280,285,1845
51.52384978,-0.003130917,215,574,283,1846
51.52384308,-0.003125926,210,540,285,1847
51.52384865,-0.003158383,357,58,287,1848
51.52385475,-0.003125815,297,620,287,1849
51.5238509,-0.003126281,431,171,286,1850
51.52384746,-0.003166475,588,672,287,1851
51.52385856,-0.003150344,297,90,286,1852
51.52385266,-0.003147098,19,151,285,1853
51.52386407,-0.003135713,261,308,285,1854
51.52386415,-0.003183741,151,28,284,1855
51.52386311,-0.00323174,346,177,282,1856
51.52385831,-0.003279145,541,150,282,1857
51.52386016,-0.003302975,170,188,283,1858
51.52385725,-0.003350777,167,426,284,1859
51.52386128,-0.003398368,404,571,282,1860
51.52386303,-0.003446313,449,399,284,1861
51.52386354,-0.003494334,280,330,283,1862
51.5238634,-0.003518347,596,563,283,1863
51.52386523,-0.00354218,370,299,282,1864
51.52386364,-0.00359014,369,538,283,1865
51.52386639,-0.003637964,210,590,285,1866
51.52386816,-0.003685908,289,656,283,1867
51.52386497,-0.003733662,400,411,281,1868
51.52386738,-0.003781534,672,252,280,1869
51.52386529,-0.003829444,179,341,280,1870
51.52386573,-0.003877467,39,579,282,1871
51.52386661,-0.003901439,99,121,281,1872
51.52386534,-0.003949423,147,506,279,1873
51.5238656,-0.003973433,208,37,278,1874
51.5238676,-0.004021355,601,503,277,1875
51.52386788,-0.004045364,96,100,275,1876
51.52386807,-0.004093391,23,592,276,1877
51.52386819,-0.004141418,150,344,275,1878
51.52386767,-0.004165418,153,97,276,1879
51.52386882,-0.004189362,118,116,276,1880
51.52386877,-0.00423739,474,373,275,1881
51.52387073,-0.004285314,294,149,277,1882
51.5238708,-0.004333342,235,199,279,1883
51.52387152,-0.004381356,226,191,281,1884
51.52387096,-0.004429375,506,306,283,1885
51.52387309,-0.00447728,716,95,298,1886
51.52387274,-0.004501288,443,133,284,1887
51.52387461,-0.004549221,621,289,286,1888
51.52387536,-0.004597234,299,224,284,1889
51.52387532,-0.004645262,156,148,283,1890
51.52387675,-0.004693235,275,576,283,1891
51.52387655,-0.004741262,194,717,300,1892
51.52387634,-0.004765274,245,168,283,1893
51.52387732,-0.004789235,259,250,281,1894
51.52387716,-0.004813248,549,137,280,1895
51.52387678,-0.004861272,329,726,298,1896
51.52387644,-0.00488528,252,172,278,1897
51.52387674,-0.004909289,256,196,278,1898
51.52387696,-0.004957315,574,85,280,1899
51.52387651,-0.005005338,639,343,279,1900
51.52387718,-0.005053354,293,86,281,1901
51.52387748,-0.005101379,265,570,281,1902
51.5238777,-0.00512539,552,75,282,1903
51.52387898,-0.005173374,29,606,281,1904
51.5238806,-0.005221332,599,254,283,1905
51.52388095,-0.005245339,524,103,285,1906
51.52388073,-0.005293366,548,277,287,1907
51.52388233,-0.005341325,372,15,287,1908
51.52388344,-0.00538932,144,136,288,1909
51.52388423,-0.005437331,347,242,288,1910
51.52388415,-0.005461344,96,454,287,1911
51.52388491,-0.005485327,690,204,288,1912
51.52388533,-0.005509331,291,362,289,1913
51.52388508,-0.005557357,461,82,288,1914
51.52388551,-0.005581361,678,59,290,1915
51.52388707,-0.005629324,272,246,292,1916
51.52388709,-0.005677352,300,255,293,1917
51.52388826,-0.005725343,619,155,293,1918
51.52388863,-0.005773367,368,575,295,1919
51.52388849,-0.005821395,123,320,293,1920
51.52388917,-0.005845385,230,264,292,1921
51.52388938,-0.005893411,674,316,290,1922
51.52388938,-0.005893411,152,155,288,1923
51.52388899,-0.00598881,299,565,290,1924
51.5238886,-0.00608421,90,383,289,1925
51.52388821,-0.006179609,400,420,288,1926
51.52388783,-0.006275009,94,236,290,1927
51.52388744,-0.006370408,260,156,288,1928
51.52388705,-0.006465808,550,302,286,1929
51.52388666,-0.006561207,268,169,286,1930
51.52388627,-0.006656606,178,249,285,1931
51.52388588,-0.006752006,158,278,283,1932
51.5238855,-0.006847405,253,195,285,1933
51.52388511,-0.006942805,258,563,287,1934
51.52388472,-0.007038204,58,122,285,1935
51.52388433,-0.007133603,725,589,304,1936
51.52388394,-0.007229003,195,308,282,1937
51.52388355,-0.007324402,18,720,306,1938
51.52388317,-0.007419802,268,190,280,1939
51.52388278,-0.007515201,108,479,278,1940
51.52388239,-0.007610601,345,27,276,1941
51.523882,-0.007706,54,290,278,1942
51.523882,-0.007706,50,89,278,1943
51.52387583,-0.007705806,167,644,277,1944
51.52386967,-0.007705611,687,295,275,1945
51.5238635,-0.007705417,256,23,275,1946
51.52385733,-0.007705222,652,286,277,1947
51.52385117,-0.007705028,394,530,279,1948
51.523845,-0.007704833,63,733,298,1949
51.52383883,-0.007704639,205,239,277,1950
51.52383267,-0.007704444,38,204,278,1951
51.5238265,-0.00770425,223,299,276,1952
51.52382033,-0.007704056,290,355,275,1953
51.52381417,-0.007703861,133,187,275,1954
51.523808,-0.007703667,664,591,277,1955
51.52380183,-0.007703472,273,414,275,1956
51.52379567,-0.007703278,315,83,277,1957
51.5237895,-0.007703083,300,24,277,1958
51.52378333,-0.007702889,172,582,277,1959
51.52377717,-0.007702694,12,394,279,1960
51.523771,-0.0077025,592,526,279,1961
51.52376483,-0.007702306,285,150,278,1962
51.52375867,-0.007702111,613,164,279,1963
51.5237525,-0.007701917,560,280,279,1964
51.52374633,-0.007701722,200,101,281,1965
51.52374017,-0.007701528,487,258,282,1966
51.523734,-0.007701333,139,189,281,1967
51.52372783,-0.007701139,96,539,283,1968
51.52372167,-0.007700944,108,278,282,1969
51.5237155,-0.00770075,519,170,284,1970
51.52370933,-0.007700556,114,195,285,1971
51.52370317,-0.007700361,644,171,283,1972
51.523697,-0.007700167,251,159,281,1973
51.52369083,-0.007699972,193,115,280,1974
51.52368467,-0.007699778,162,137,281,1975
51.5236785,-0.007699583,146,87,280,1976
51.52367233,-0.007699389,137,594,279,1977
51.52366617,-0.007699194,104,565,279,1978
51.52366,-0.007699,465,279,278,1979
51.52366008,-0.00770025,506,746,309,1980
51.52366017,-0.0077015,233,165,281,1981
51.52366025,-0.00770275,87,569,279,1982
51.52366033,-0.007704,98,443,277,1983
51.52366042,-0.00770525,110,684,276,1984
51.5236605,-0.0077065,130,691,278,1985
51.52366058,-0.00770775,392,247,279,1986
51.52366067,-0.007709,458,360,278,1987
51.52366075,-0.00771025,479,295,278,1988
51.52366083,-0.0077115,12,75,279,1989
51.52366092,-0.00771275,223,166,279,1990
51.523661,-0.007714,202,130,280,1991
51.52366108,-0.00771525,693,240,280,1992
51.52366117,-0.0077165,135,134,280,1993
51.52366125,-0.00771775,105,0,280,1994
51.52366133,-0.007719,221,598,281,1995
51.52366142,-0.00772025,161,551,282,1996
51.5236615,-0.0077215,412,82,281,1997
51.52366158,-0.00772275,158,539,283,1998
51.52366167,-0.007724,156,647,282,1999
51.52366175,-0.00772525,42,315,280,2000
51.52366183,-0.0077265,249,270,281,2001
51.52366192,-0.00772775,528,139,283,2002
51.523662,-0.007729,211,131,285,2003
51.52366208,-0.00773025,144,381,286,2004
51.52366217,-0.0077315,150,773,302,2005
51.52366225,-0.00773275,286,74,288,2006
51.52366233,-0.007734,177,245,286,2007
51.52366242,-0.00773525,357,360,284,2008
